age,monthly_income,loan_amount,loan_tenure_months,existing_emis,credit_score,dependents,work_experience_years,emi_to_income_ratio,loan_to_income_ratio,employment_type,employer_type,loan_type,city_tier,residential_status,payment_history,marital_status,gender,eligible
48,25000,1034943,84,5000,574,2,16,0.6928,3.4498,Salaried,Startup,Business Loan,Tier 1,Parental,Clean,Widowed,Female,0
43,60000,1113127,12,0,709,2,0,1.546,1.546,Self Employed,Private MNC,Home Loan,Metro,Rented,Clean,Married,Female,0
57,8000,405431,60,0,758,4,3,0.8446,4.2232,Salaried,Not Applicable,Personal Loan,Metro,Parental,Clean,Married,Female,0
52,40000,2631557,12,5000,671,3,7,5.0,5.4824,Salaried,Not Applicable,Vehicle Loan,Metro,Company Provided,Clean,Married,Female,0
53,25000,65141,120,10000,575,4,19,0.4217,0.2171,Salaried,Startup,Education Loan,Tier 3,Owned,Serious Default,Widowed,Female,0
21,25000,380057,180,5000,659,0,8,0.2845,1.2669,Salaried,Private Indian,Education Loan,Metro,Owned,Minor Delay,Widowed,Male,1
39,25000,2967199,180,20000,690,4,4,1.4594,9.8907,Salaried,Not Applicable,Home Loan,Metro,Owned,Major Delay,Widowed,Male,0
22,15000,2865263,120,10000,613,3,8,2.2585,15.9181,Salaried,Public Sector,Business Loan,Metro,Parental,Major Delay,Married,Male,0
64,25000,339596,24,0,702,4,4,0.566,1.132,Salaried,Not Applicable,Vehicle Loan,Metro,Company Provided,Major Delay,Single,Male,0
46,8000,624679,60,2000,713,3,12,1.5514,6.5071,Salaried,Not Applicable,Vehicle Loan,Tier 3,Company Provided,Clean,Widowed,Male,0
52,60000,1743152,48,5000,796,0,12,0.6886,2.421,Salaried,Public Sector,Education Loan,Metro,Parental,Clean,Single,Male,1
26,25000,1828996,60,20000,686,1,16,2.0193,6.0967,Salaried,Government,Education Loan,Tier 2,Parental,Clean,Married,Male,0
52,25000,1212111,240,35000,708,3,0,1.602,4.0404,Self Employed,Not Applicable,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Divorced,Female,0
24,90000,192770,48,10000,655,3,0,0.1557,0.1785,Retired,Private MNC,Personal Loan,Metro,Company Provided,Minor Delay,Widowed,Male,1
31,40000,2387099,180,5000,661,3,6,0.4565,4.9731,Self Employed,Private MNC,Home Loan,Tier 2,Rented,Clean,Single,Male,1
37,8000,660999,180,10000,756,0,12,1.709,6.8854,Salaried,Private MNC,Personal Loan,Metro,Owned,Clean,Widowed,Male,0
58,90000,1994741,24,0,681,2,13,0.9235,1.847,Freelancer,Public Sector,Business Loan,Metro,Rented,Clean,Married,Male,0
44,25000,2900065,84,0,766,3,9,1.381,9.6669,Salaried,Not Applicable,Personal Loan,Metro,Company Provided,Clean,Widowed,Male,0
25,15000,934094,60,5000,696,0,12,1.3712,5.1894,Freelancer,Government,Personal Loan,Metro,Rented,Serious Default,Married,Female,0
54,60000,2714812,24,20000,608,1,15,2.2186,3.7706,Salaried,Public Sector,Business Loan,Tier 1,Owned,Serious Default,Divorced,Female,0
26,40000,874255,48,35000,644,3,4,1.3303,1.8214,Self Employed,NGO,Home Loan,Tier 2,Parental,Clean,Married,Male,0
42,25000,645446,120,2000,893,2,15,0.2951,2.1515,Self Employed,Startup,Vehicle Loan,Tier 2,Rented,Minor Delay,Divorced,Male,1
31,25000,1981084,12,10000,691,0,15,5.0,6.6036,Student,Private MNC,Personal Loan,Metro,Rented,Clean,Divorced,Female,0
36,40000,1082564,240,20000,570,1,5,0.6128,2.2553,Salaried,Not Applicable,Home Loan,Tier 2,Parental,Minor Delay,Divorced,Male,0
53,25000,1860023,12,5000,608,2,3,5.0,6.2001,Student,Not Applicable,Business Loan,Metro,Parental,Minor Delay,Single,Female,0
29,90000,1231597,60,2000,642,1,11,0.2503,1.1404,Self Employed,Startup,Home Loan,Tier 3,Owned,Clean,Married,Male,1
26,15000,623684,120,5000,628,2,17,0.6798,3.4649,Student,NGO,Personal Loan,Tier 3,Company Provided,Minor Delay,Divorced,Male,0
36,90000,1469056,180,5000,612,4,3,0.1462,1.3602,Self Employed,Private Indian,Vehicle Loan,Metro,Rented,Major Delay,Married,Female,0
49,40000,1155523,24,5000,816,4,17,1.3287,2.4073,Business Owner,Not Applicable,Business Loan,Tier 2,Owned,Clean,Widowed,Male,0
23,60000,563676,48,5000,753,4,3,0.2791,0.7829,Freelancer,Startup,Business Loan,Tier 3,Rented,Clean,Married,Male,1
40,60000,540913,24,10000,684,1,6,0.5423,0.7513,Unemployed,Startup,Personal Loan,Metro,Owned,Clean,Married,Male,1
56,40000,1142963,48,0,653,4,2,0.5953,2.3812,Self Employed,Not Applicable,Home Loan,Metro,Owned,Clean,Married,Male,0
39,25000,2425804,84,2000,687,0,10,1.2351,8.086,Business Owner,Startup,Vehicle Loan,Metro,Parental,Major Delay,Married,Female,0
46,25000,1406312,84,5000,842,0,8,0.8697,4.6877,Business Owner,Not Applicable,Business Loan,Metro,Company Provided,Clean,Single,Female,0
23,15000,2780689,24,0,630,4,8,5.0,15.4483,Salaried,Not Applicable,Personal Loan,Tier 3,Rented,Clean,Divorced,Male,0
39,60000,2149071,48,35000,573,2,4,1.3295,2.9848,Unemployed,Not Applicable,Personal Loan,Tier 3,Company Provided,Minor Delay,Divorced,Male,0
40,60000,879027,48,0,753,2,5,0.3052,1.2209,Salaried,Public Sector,Education Loan,Tier 3,Owned,Clean,Divorced,Male,1
52,25000,190689,12,2000,780,1,7,0.7156,0.6356,Salaried,Startup,Education Loan,Metro,Parental,Clean,Widowed,Male,1
27,15000,2180450,24,20000,816,2,6,5.0,12.1136,Freelancer,NGO,Home Loan,Metro,Company Provided,Clean,Widowed,Female,0
61,25000,1335801,36,0,671,3,7,1.4842,4.4527,Business Owner,Private MNC,Personal Loan,Tier 1,Parental,Clean,Married,Female,0
53,40000,283725,60,10000,672,2,0,0.3682,0.5911,Salaried,Government,Home Loan,Tier 3,Parental,Serious Default,Single,Male,0
60,40000,2423752,180,5000,860,0,0,0.4616,5.0495,Business Owner,Private Indian,Home Loan,Tier 2,Rented,Minor Delay,Single,Female,1
59,60000,1208175,84,0,747,2,9,0.2397,1.678,Unemployed,Private MNC,Vehicle Loan,Tier 3,Owned,Minor Delay,Married,Male,1
38,150000,874356,36,20000,693,1,9,0.2953,0.4858,Salaried,Government,Education Loan,Tier 3,Rented,Clean,Married,Female,1
60,15000,860672,84,0,740,2,9,0.6831,4.7815,Self Employed,Private MNC,Home Loan,Tier 1,Rented,Clean,Divorced,Male,0
21,40000,2496677,120,5000,665,1,10,0.6451,5.2014,Unemployed,Startup,Vehicle Loan,Metro,Company Provided,Clean,Widowed,Female,0
31,25000,2418524,84,0,724,3,5,1.1517,8.0617,Salaried,Private Indian,Vehicle Loan,Metro,Parental,Clean,Widowed,Female,0
48,25000,2955270,84,0,722,4,6,1.4073,9.8509,Self Employed,Not Applicable,Education Loan,Tier 2,Rented,Clean,Widowed,Male,0
45,15000,2683360,12,20000,766,3,5,5.0,14.9076,Salaried,Private MNC,Education Loan,Tier 3,Rented,Clean,Widowed,Male,0
43,8000,1630296,36,10000,621,0,0,5.0,16.9822,Retired,Private Indian,Personal Loan,Tier 1,Owned,Major Delay,Married,Female,0
51,90000,1555367,120,0,728,3,10,0.144,1.4402,Unemployed,Public Sector,Home Loan,Tier 3,Company Provided,Serious Default,Married,Female,1
50,25000,1733371,48,5000,606,3,11,1.6445,5.7779,Self Employed,Public Sector,Vehicle Loan,Tier 1,Company Provided,Clean,Widowed,Female,0
62,40000,1491229,48,10000,850,0,12,1.0267,3.1067,Salaried,Startup,Personal Loan,Metro,Parental,Minor Delay,Divorced,Male,0
55,90000,1432445,120,20000,666,0,6,0.3549,1.3263,Business Owner,Startup,Home Loan,Tier 2,Parental,Clean,Divorced,Male,1
27,60000,1847511,240,2000,567,4,4,0.1616,2.566,Self Employed,Public Sector,Home Loan,Tier 1,Company Provided,Clean,Divorced,Male,1
36,15000,1787846,24,20000,900,4,5,5.0,9.9325,Student,Private MNC,Personal Loan,Metro,Company Provided,Clean,Widowed,Male,0
46,40000,696052,240,5000,658,2,5,0.1975,1.4501,Salaried,Not Applicable,Vehicle Loan,Tier 2,Owned,Serious Default,Divorced,Female,0
22,25000,211298,36,5000,707,1,0,0.4348,0.7043,Salaried,Government,Personal Loan,Tier 2,Rented,Major Delay,Married,Male,0
21,60000,2351374,84,35000,564,0,9,1.0499,3.2658,Salaried,Government,Home Loan,Tier 1,Owned,Clean,Widowed,Female,0
32,60000,371243,48,0,695,3,12,0.1289,0.5156,Salaried,Not Applicable,Personal Loan,Metro,Owned,Clean,Divorced,Female,1
25,40000,1211133,12,0,833,3,9,2.5232,2.5232,Salaried,Public Sector,Personal Loan,Metro,Company Provided,Minor Delay,Married,Male,1
57,25000,592301,240,2000,756,4,8,0.1787,1.9743,Student,Government,Home Loan,Tier 1,Company Provided,Clean,Widowed,Male,1
52,60000,2131530,84,0,563,1,4,0.4229,2.9605,Salaried,Private MNC,Education Loan,Metro,Rented,Minor Delay,Married,Male,0
29,8000,2643561,180,0,638,0,11,1.8358,27.5371,Business Owner,Government,Vehicle Loan,Metro,Parental,Minor Delay,Divorced,Female,0
61,15000,2872887,24,10000,773,4,7,5.0,15.9605,Self Employed,NGO,Home Loan,Metro,Company Provided,Clean,Single,Male,0
55,25000,1725125,120,2000,750,1,1,0.655,5.7504,Self Employed,Government,Education Loan,Tier 1,Owned,Clean,Divorced,Other,0
39,8000,312701,84,2000,661,0,14,0.7153,3.2573,Student,Not Applicable,Personal Loan,Tier 2,Rented,Clean,Married,Female,0
36,25000,2850212,24,2000,731,3,11,4.8304,9.5007,Self Employed,NGO,Education Loan,Tier 2,Parental,Clean,Single,Male,0
23,60000,180878,24,0,604,3,16,0.1256,0.2512,Salaried,Not Applicable,Home Loan,Metro,Owned,Clean,Single,Male,1
40,90000,2770583,48,2000,595,4,13,0.6636,2.5654,Salaried,Public Sector,Home Loan,Metro,Owned,Major Delay,Widowed,Male,0
44,25000,598866,48,5000,500,1,4,0.6991,1.9962,Retired,Private Indian,Personal Loan,Metro,Parental,Clean,Single,Other,0
53,25000,2812108,36,0,774,3,6,3.1246,9.3737,Student,Private Indian,Home Loan,Tier 1,Owned,Clean,Widowed,Male,0
44,25000,1942508,180,35000,691,1,13,1.8317,6.475,Salaried,Private MNC,Business Loan,Tier 3,Owned,Clean,Single,Female,0
31,25000,2743974,120,2000,700,4,2,0.9947,9.1466,Freelancer,Private Indian,Education Loan,Metro,Rented,Minor Delay,Single,Male,0
28,8000,2943713,24,20000,454,2,16,5.0,30.6637,Self Employed,Startup,Business Loan,Tier 1,Owned,Clean,Widowed,Female,0
56,90000,506610,36,0,696,1,9,0.1564,0.4691,Business Owner,Public Sector,Business Loan,Metro,Owned,Clean,Married,Female,1
58,15000,2344270,240,10000,744,1,12,1.3179,13.0237,Student,NGO,Education Loan,Metro,Rented,Clean,Widowed,Female,0
60,25000,848028,60,5000,532,4,9,0.7654,2.8268,Salaried,NGO,Home Loan,Metro,Rented,Serious Default,Single,Male,0
40,8000,2736795,24,10000,703,2,8,5.0,28.5083,Freelancer,Private Indian,Education Loan,Tier 2,Parental,Clean,Divorced,Other,0
55,60000,2684414,36,5000,694,3,6,1.3261,3.7284,Salaried,Government,Personal Loan,Metro,Parental,Clean,Widowed,Male,0
45,60000,1997012,180,35000,662,0,7,0.7682,2.7736,Business Owner,Private Indian,Business Loan,Metro,Parental,Clean,Widowed,Female,0
55,90000,2633801,48,5000,804,4,0,0.6652,2.4387,Salaried,Public Sector,Business Loan,Tier 2,Rented,Minor Delay,Single,Female,0
45,60000,906634,24,10000,785,0,10,0.7963,1.2592,Freelancer,Government,Home Loan,Tier 2,Owned,Clean,Single,Female,1
49,25000,2221594,24,20000,900,2,18,4.5027,7.4053,Salaried,Government,Education Loan,Metro,Owned,Minor Delay,Divorced,Female,0
38,25000,727178,84,10000,602,2,3,0.7463,2.4239,Self Employed,NGO,Vehicle Loan,Metro,Owned,Clean,Single,Other,0
38,40000,2059326,180,5000,734,1,0,0.411,4.2903,Freelancer,Not Applicable,Home Loan,Tier 2,Owned,Clean,Widowed,Male,1
22,25000,2280878,120,0,819,0,15,0.7603,7.6029,Salaried,Public Sector,Home Loan,Tier 1,Rented,Clean,Widowed,Male,0
55,40000,2705198,48,20000,644,0,9,1.909,5.6358,Salaried,Private MNC,Home Loan,Tier 1,Company Provided,Major Delay,Widowed,Female,0
36,8000,1909212,24,2000,835,2,12,5.0,19.8876,Self Employed,Private MNC,Education Loan,Metro,Parental,Clean,Married,Female,0
61,8000,177309,240,5000,729,0,10,0.7173,1.847,Salaried,Public Sector,Home Loan,Metro,Company Provided,Clean,Widowed,Other,0
56,40000,740288,48,0,560,3,3,0.3856,1.5423,Freelancer,NGO,Personal Loan,Metro,Parental,Clean,Married,Female,0
53,40000,2660796,240,2000,597,2,12,0.3272,5.5433,Unemployed,Not Applicable,Personal Loan,Tier 2,Parental,Minor Delay,Single,Female,0
24,60000,2331833,60,5000,653,1,5,0.7311,3.2387,Salaried,Public Sector,Business Loan,Tier 2,Rented,Clean,Married,Male,0
53,15000,453552,120,5000,692,1,3,0.5853,2.5197,Freelancer,Public Sector,Business Loan,Tier 1,Parental,Clean,Widowed,Male,0
34,40000,1407757,60,2000,799,1,11,0.6366,2.9328,Business Owner,Government,Education Loan,Tier 1,Rented,Clean,Single,Male,1
41,15000,2294430,24,0,692,0,8,5.0,12.7468,Salaried,Not Applicable,Vehicle Loan,Tier 1,Company Provided,Clean,Married,Female,0
40,15000,1116937,84,2000,795,2,10,1.0198,6.2052,Salaried,Government,Business Loan,Tier 2,Owned,Clean,Single,Female,0
28,25000,1926343,120,10000,708,1,9,1.0421,6.4211,Student,Public Sector,Business Loan,Tier 2,Company Provided,Clean,Single,Male,0
27,15000,1173045,84,0,700,2,12,0.931,6.5169,Self Employed,NGO,Business Loan,Metro,Company Provided,Clean,Married,Male,0
23,15000,1619157,36,5000,676,0,14,3.3318,8.9953,Salaried,Government,Business Loan,Tier 2,Rented,Clean,Single,Female,0
37,25000,600104,180,5000,778,3,9,0.3334,2.0003,Freelancer,Startup,Home Loan,Metro,Rented,Serious Default,Single,Female,1
53,25000,1880286,36,35000,710,3,15,3.4892,6.2676,Business Owner,Public Sector,Business Loan,Tier 3,Parental,Clean,Widowed,Male,0
32,15000,284295,60,0,641,3,13,0.3159,1.5794,Unemployed,Not Applicable,Education Loan,Tier 1,Owned,Clean,Divorced,Male,0
42,15000,666767,240,0,726,0,11,0.1852,3.7043,Student,Government,Home Loan,Tier 1,Company Provided,Serious Default,Divorced,Female,0
42,15000,76819,60,5000,663,1,5,0.4187,0.4268,Salaried,Private MNC,Home Loan,Metro,Company Provided,Serious Default,Single,Male,0
50,8000,58798,120,5000,658,0,12,0.6862,0.6125,Freelancer,Public Sector,Education Loan,Tier 1,Rented,Clean,Married,Male,0
58,40000,730503,120,0,794,2,10,0.1522,1.5219,Student,Not Applicable,Vehicle Loan,Tier 2,Rented,Minor Delay,Divorced,Female,1
58,25000,2983279,60,10000,687,3,1,2.3889,9.9443,Self Employed,Not Applicable,Business Loan,Metro,Rented,Major Delay,Married,Male,0
28,25000,1524539,24,2000,870,2,2,2.6209,5.0818,Freelancer,Public Sector,Personal Loan,Tier 1,Company Provided,Clean,Divorced,Female,0
47,25000,1752408,60,2000,758,0,1,1.2483,5.8414,Salaried,Public Sector,Vehicle Loan,Tier 2,Rented,Clean,Widowed,Female,0
47,40000,583703,120,2000,638,4,2,0.1716,1.216,Salaried,Private Indian,Business Loan,Metro,Parental,Minor Delay,Widowed,Other,1
54,90000,2027165,120,20000,633,4,2,0.4099,1.877,Business Owner,Public Sector,Personal Loan,Tier 2,Parental,Clean,Married,Male,1
41,60000,2089436,48,0,600,0,12,0.7255,2.902,Student,Private MNC,Home Loan,Tier 3,Parental,Minor Delay,Married,Male,0
50,60000,2781645,12,0,748,1,8,3.8634,3.8634,Salaried,Government,Home Loan,Metro,Owned,Clean,Widowed,Male,1
53,40000,1116746,84,0,631,2,12,0.3324,2.3266,Salaried,Public Sector,Home Loan,Tier 2,Parental,Clean,Married,Female,1
48,40000,66259,36,5000,518,0,2,0.171,0.138,Student,NGO,Business Loan,Metro,Rented,Minor Delay,Single,Male,0
53,40000,2431395,60,10000,567,0,0,1.2631,5.0654,Salaried,Startup,Education Loan,Tier 3,Rented,Major Delay,Widowed,Male,0
25,15000,1239297,48,2000,611,4,3,1.8546,6.885,Business Owner,NGO,Home Loan,Tier 1,Company Provided,Serious Default,Widowed,Female,0
39,15000,1227970,24,0,726,3,11,3.411,6.8221,Salaried,NGO,Home Loan,Tier 3,Owned,Minor Delay,Widowed,Male,0
24,25000,1063295,120,0,693,3,11,0.3544,3.5443,Salaried,Government,Home Loan,Metro,Owned,Clean,Widowed,Male,0
55,90000,1372525,60,5000,775,1,6,0.3097,1.2709,Salaried,Private MNC,Business Loan,Tier 2,Rented,Clean,Single,Female,1
37,40000,1141723,120,0,627,1,9,0.2379,2.3786,Salaried,Private Indian,Personal Loan,Tier 1,Company Provided,Clean,Widowed,Male,1
64,60000,124280,240,20000,674,1,5,0.342,0.1726,Self Employed,Not Applicable,Vehicle Loan,Metro,Parental,Major Delay,Widowed,Female,1
48,25000,1275701,48,0,839,4,4,1.0631,4.2523,Salaried,Private MNC,Home Loan,Tier 2,Parental,Clean,Married,Female,0
50,25000,418921,60,0,672,0,9,0.2793,1.3964,Self Employed,NGO,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Widowed,Male,1
49,15000,1720705,240,0,717,1,11,0.478,9.5595,Salaried,Private Indian,Education Loan,Tier 3,Company Provided,Clean,Divorced,Male,1
26,15000,1747590,48,10000,647,4,16,3.0939,9.7088,Salaried,Government,Education Loan,Metro,Rented,Clean,Married,Male,0
55,60000,2537655,60,5000,681,2,3,0.7882,3.5245,Student,Not Applicable,Education Loan,Tier 3,Owned,Clean,Married,Female,0
61,40000,2223367,60,35000,738,0,2,1.8014,4.632,Salaried,Private Indian,Home Loan,Tier 2,Company Provided,Serious Default,Divorced,Male,0
57,25000,1735773,180,2000,752,2,5,0.4657,5.7859,Salaried,Government,Vehicle Loan,Tier 1,Rented,Minor Delay,Married,Male,1
44,60000,1456085,48,0,709,3,11,0.5056,2.0223,Salaried,Not Applicable,Personal Loan,Metro,Owned,Clean,Single,Male,1
49,25000,2676301,48,5000,679,3,18,2.4303,8.921,Salaried,Private MNC,Business Loan,Tier 2,Parental,Clean,Widowed,Male,0
51,150000,2079662,120,5000,710,0,8,0.1489,1.1554,Freelancer,NGO,Vehicle Loan,Tier 3,Company Provided,Clean,Widowed,Female,1
55,25000,2409120,60,5000,641,1,3,1.8061,8.0304,Self Employed,Private MNC,Business Loan,Tier 2,Parental,Minor Delay,Married,Male,0
53,25000,1805864,84,2000,682,0,2,0.9399,6.0195,Business Owner,Private Indian,Vehicle Loan,Tier 2,Rented,Clean,Widowed,Female,0
41,25000,346508,84,0,726,1,5,0.165,1.155,Self Employed,Not Applicable,Home Loan,Tier 3,Parental,Minor Delay,Married,Female,1
52,15000,394543,84,0,778,3,9,0.3131,2.1919,Salaried,Startup,Personal Loan,Tier 2,Rented,Clean,Widowed,Male,1
43,15000,1588827,60,5000,627,0,11,2.0987,8.8268,Salaried,NGO,Home Loan,Tier 3,Rented,Clean,Married,Female,0
53,40000,1871936,60,5000,685,0,9,0.905,3.8999,Business Owner,NGO,Education Loan,Tier 2,Owned,Minor Delay,Married,Male,0
23,90000,2661212,240,10000,619,1,4,0.2343,2.4641,Self Employed,Private MNC,Personal Loan,Tier 2,Rented,Clean,Married,Male,1
38,60000,2371554,180,2000,664,3,1,0.2529,3.2938,Business Owner,Private Indian,Vehicle Loan,Metro,Rented,Clean,Single,Male,1
45,15000,617211,48,10000,780,3,11,1.5239,3.429,Salaried,Public Sector,Home Loan,Tier 2,Parental,Clean,Married,Male,0
62,40000,551854,120,2000,657,1,5,0.165,1.1497,Salaried,Government,Business Loan,Metro,Owned,Clean,Single,Female,1
51,15000,1446538,180,0,692,1,5,0.5358,8.0363,Unemployed,Public Sector,Home Loan,Metro,Owned,Serious Default,Single,Female,0
23,8000,2837352,240,35000,601,1,2,5.0,29.5558,Salaried,Not Applicable,Home Loan,Tier 1,Owned,Clean,Divorced,Female,0
60,40000,1431880,60,5000,655,3,0,0.7216,2.9831,Business Owner,Public Sector,Vehicle Loan,Tier 2,Parental,Clean,Married,Male,0
44,40000,1226741,36,5000,576,3,16,0.9769,2.5557,Salaried,Public Sector,Vehicle Loan,Metro,Owned,Clean,Single,Female,0
52,15000,2548544,48,5000,722,0,4,3.873,14.1586,Student,Private Indian,Education Loan,Metro,Parental,Clean,Divorced,Female,0
42,8000,345673,84,2000,729,3,0,0.7644,3.6008,Student,Private MNC,Personal Loan,Metro,Owned,Clean,Widowed,Male,0
43,150000,2815453,60,10000,726,2,8,0.3795,1.5641,Business Owner,NGO,Home Loan,Tier 2,Rented,Clean,Single,Other,1
22,8000,575957,240,20000,732,2,7,2.8,5.9996,Business Owner,Public Sector,Business Loan,Metro,Company Provided,Clean,Single,Male,0
47,25000,1839718,36,2000,727,1,0,2.1241,6.1324,Retired,Not Applicable,Vehicle Loan,Metro,Owned,Clean,Single,Female,0
62,40000,2002381,24,5000,577,1,13,2.2108,4.1716,Self Employed,Private Indian,Vehicle Loan,Metro,Parental,Clean,Divorced,Male,0
22,15000,2454155,84,10000,636,1,11,2.6144,13.6342,Retired,Private MNC,Education Loan,Metro,Company Provided,Minor Delay,Divorced,Male,0
46,15000,756443,120,0,520,0,12,0.4202,4.2025,Salaried,Government,Personal Loan,Tier 1,Parental,Minor Delay,Single,Male,0
37,25000,2377654,60,2000,662,2,9,1.6651,7.9255,Salaried,Private MNC,Education Loan,Metro,Rented,Clean,Married,Female,0
60,60000,1880113,12,0,630,2,1,2.6113,2.6113,Student,Private MNC,Vehicle Loan,Tier 2,Rented,Clean,Divorced,Female,0
53,40000,2667918,36,5000,696,3,7,1.9777,5.5582,Freelancer,Public Sector,Business Loan,Tier 1,Parental,Major Delay,Divorced,Male,0
29,40000,351951,36,10000,896,2,5,0.4944,0.7332,Self Employed,Not Applicable,Education Loan,Metro,Company Provided,Clean,Widowed,Male,1
63,150000,440449,48,5000,762,3,4,0.0945,0.2447,Student,Private Indian,Home Loan,Tier 2,Company Provided,Clean,Widowed,Female,1
59,60000,362499,84,0,822,0,16,0.0719,0.5035,Retired,NGO,Vehicle Loan,Metro,Owned,Clean,Single,Male,1
49,25000,545655,60,5000,765,1,3,0.5638,1.8188,Salaried,Not Applicable,Vehicle Loan,Tier 2,Rented,Clean,Widowed,Male,1
62,25000,1736279,12,10000,691,1,5,5.0,5.7876,Business Owner,Startup,Education Loan,Tier 3,Company Provided,Clean,Married,Male,0
46,40000,320855,84,2000,699,3,8,0.1455,0.6684,Self Employed,Government,Business Loan,Tier 2,Rented,Minor Delay,Single,Male,1
55,40000,2603447,240,10000,769,4,9,0.5212,5.4238,Unemployed,Private Indian,Education Loan,Tier 2,Company Provided,Clean,Single,Female,1
45,40000,1106480,12,10000,719,3,16,2.5552,2.3052,Salaried,NGO,Business Loan,Tier 1,Company Provided,Clean,Divorced,Female,1
44,40000,1971486,180,0,676,0,7,0.2738,4.1073,Salaried,Public Sector,Vehicle Loan,Tier 1,Owned,Minor Delay,Single,Female,1
33,8000,2267187,180,0,814,2,9,1.5744,23.6165,Salaried,Private Indian,Education Loan,Metro,Parental,Clean,Widowed,Female,0
27,25000,1843723,36,5000,735,3,1,2.2486,6.1457,Salaried,NGO,Personal Loan,Tier 2,Rented,Clean,Single,Male,0
